Sentence#,Main-Line#,Sub-Line#,Word,POS,Tag
25,42,0,ಮೂಲಕ,RP_RPD,O
25,43,0,.,RD_PUNC,O
26,1,1,6,QT_QTC,NEN
26,2,1,ಫ್ರಾನ್ಸ್,N_NN,NEL
26,3,0,ವರ್ತಮಾನದಲ್ಲಿ,N_NN,O
26,4,1,ಯುರೋಪಿಯನ್,N_NNP,NEO
26,4,2,ಒಕ್ಕೂಟದ,N_NN,NEO
26,5,0,ಪರಿಷತ್,N_NNP,O
26,6,0,ನ,PSP,O
26,7,0,ಅಧ್ಯಕ್ಷ,N_NN,O
26,8,0,ಮತ್ತು,CC_CCD,O
26,9,0,ಪ್ರಸ್ತುತ,JJ,O
26,10,0,ವಿಪತ್ತಿನ,N_NN,O
26,11,0,ಸಂದರ್ಭದಲ್ಲಿ,N_NN,O
26,12,1,ಯುರೋಪ್,N_NNP,NEL
26,13,0,ಅನ್ನು,PSP,O
26,14,0,ಮುನ್ನಡೆಸುವಲ್ಲಿ,V_VM_VNF,O
26,15,0,ನಾಯಕತ್ವದ,N_NN,O
26,16,0,ಪಾತ್ರವನ್ನು,N_NN,O
26,17,0,ವಹಿಸುತ್ತಿದೆ,V_VM_VF,O
26,18,0,",",RD_PUNC,O
26,19,0,ಅದೇ,PR_PRP,O
26,20,0,ಸಮಯದಲ್ಲಿ,N_NN,O
26,21,1,ಇಂಡೋ,N_NN,NEL
26,22,0,-,RD_SYM,O
26,23,1,ಪೆಸಿಫಿಕ್,N_NN,NEL
26,24,0,ಮೇಲೆ,N_NST,O
26,25,1,ಯುರೋಪ್ನ,N_NNP,NEL
26,26,0,ಗಮನವನ್ನು,N_NN,O
26,27,0,ಸಹ,RP_RPD,O
26,28,0,ಬಲಪಡಿಸುತ್ತದೆ,V_VM_VF,O
26,29,0,.,RD_PUNC,O
27,1,0,ಈ,DM_DMD,O
27,2,0,ಸಂದರ್ಭದಲ್ಲಿ,N_NN,O
27,3,0,",",RD_PUNC,O
27,4,0,ಕಳೆದ,V_VM_VNF,O
27,5,0,ತಿಂಗಳು,N_NN,O
27,6,1,ಇಂಡೋ,N_NNP,NEL
27,7,0,-,RD_SYM,O
27,8,1,ಪೆಸಿಫಿಕ್ನಲ್ಲಿ,N_NN,NEL
27,9,0,ಸಹಕಾರಕ್ಕಾಗಿ,N_NN,O
27,10,1,ಯುರೋಪಿಯನ್,N_NNP,NEO
27,10,2,ಒಕ್ಕೂಟವು,N_NN,NEO
27,11,0,ಸಚಿವರ,N_NN,O
27,12,0,ವೇದಿಕೆಯನ್ನು,N_NN,O
27,13,0,ಆಯೋಜಿಸಲು,V_VM_VINF,O
27,14,1,ಫ್ರಾನ್ಸೇಸ್,N_NNP,NEL
27,15,0,ಉಪಕ್ರಮವನ್ನು,N_NN,O
27,16,0,ನಾವು,PR_PRP,O
27,17,0,ಪ್ರಶಂಸಿಸುತ್ತೇವೆ,V_VM_VF,O
27,18,0,.,RD_PUNC,O
28,1,0,ಸಹಯೋಗಕ್ಕಾಗಿ,N_NN,O
28,2,0,ಒಂದು,QT_QTC,O
28,3,0,ಹಂಚಿಕೆಯ,N_NN,O
28,4,0,ದೃಷ್ಟಿಕೋನ,N_NN,O
28,5,0,ಮತ್ತು,CC_CCD,O
28,6,0,ಕಾರ್ಯತಂತ್ರವನ್ನು,N_NN,O
28,7,0,ತಯಾರಿಸಲು,V_VM_VINF,O
28,8,1,ಯುರೋಪಿಯನ್,N_NNP,NEO
28,8,2,ಒಕ್ಕೂಟ,N_NN,NEO
28,9,0,ಮತ್ತು,CC_CCD,O
28,10,1,ಭಾರತ,N_NNP,NEL
28,11,0,-,RD_SYM,O
28,12,1,ಪೆಸಿಫಿಕ್,N_NN,NEL
28,13,0,ದೇಶಗಳಿಗೆ,N_NN,O
28,14,0,ಇದು,PR_PRP,O
28,15,0,ಒಂದು,QT_QTC,O
28,16,0,ಅನನ್ಯ,JJ,O
28,17,0,ಅವಕಾಶ,N_NN,O
28,18,0,ಆಗಿದೆ,V_VM_VF,O
28,19,0,.,RD_PUNC,O
29,1,1,ಯುರೋಪಿಯನ್,N_NNP,NEO
29,1,2,ಒಕ್ಕೂಟ,N_NN,NEO
29,1,3,ಪರಿಷತ್,N_NN,NEO
29,2,0,ನ,PSP,O
29,3,1,ಫ್ರಾನ್ಸೇಸ್,N_NNP,NEL
29,4,0,ಅಧ್ಯಕ್ಷತೆಯ,N_NN,O
29,5,0,ಅಡಿಯಲ್ಲಿ,N_NN,O
29,6,1,ಭಾರತ,N_NNP,NEL
29,7,0,-,RD_SYM,O
29,8,1,ಯುರೋಪಿಯನ್,N_NNP,NEO
29,8,2,ಒಕ್ಕೂಟದ,N_NN,NEO
29,9,1,ಎಫ್ಟಿಎ,N_NN,NEA
29,10,0,ಕುರಿತು,RP_RPD,O
29,11,0,ಮಾತುಕತೆಗಳ,N_NN,O
29,12,0,ಪುನರಾರಂಭಕ್ಕೂ,N_NN,O
29,13,0,ನಾವು,PR_PRP,O
29,14,0,ಎದುರು,N_NST,O
29,15,0,ನೋಡುತ್ತಿದ್ದೇವೆ,V_VM_VF,O
29,16,0,.,RD_PUNC,O
30,1,1,7,QT_QTC,NEN
30,2,1,ಭಾರತ,N_NN,NEL
30,3,0,ಮತ್ತು,CC_CCD,O
30,4,1,ಫ್ರಾನ್ಸ್,N_NNP,NEL
30,5,0,,RD_SYM,O
30,6,0,ಪ್ರಮುಖ,JJ,O
30,7,0,ಸಾಂಪ್ರದಾಯಿಕ,N_NN,O
30,8,0,ಮತ್ತು,CC_CCD,O
30,9,0,ಅಸಾಂಪ್ರದಾಯಿಕ,JJ,O
30,10,0,ಕಾರ್ಯತಂತ್ರದ,N_NN,O
30,11,0,ಕ್ಷೇತ್ರಗಳಲ್ಲಿ,N_NN,O
30,12,0,ವೇಗವಾಗಿ,RB,O
30,13,0,ಮುನ್ನಡೆಯುತ್ತಿರುವ,V_VM_VNF,O
30,14,0,ಸಮಯದಲ್ಲಿ,N_NN,O
30,15,0,"""",RD_PUNC,O
30,16,0,ನಾವೀನ್ಯತೆ,N_NN,O
30,17,0,",",RD_PUNC,O
30,18,0,ಸುಸ್ಥಿರತೆ,N_NN,O
30,19,0,ಮತ್ತು,CC_CCD,O
30,20,0,ಬಹುಪಕ್ಷೀಯ,JJ,O
30,21,0,ಸಹಕಾರ,N_NN,O
30,22,0,"""",RD_PUNC,O
30,23,0,ಎಂಬ,V_VM_VNF,O
30,24,0,ವಿಷಯದ,N_NN,O
30,25,0,ಕುರಿತು,RP_RPD,O
30,26,0,ಇಂದಿನ,N_NST,O
30,27,0,ವಿಚಾರ,N_NN,O
30,28,0,-,RD_SYM,O
30,29,0,ವಿಮರ್ಶೆಗಳು,N_NN,O
30,30,0,ನಡೆಯುತ್ತಾ,V_VM_VNF,O
30,31,0,ಇವೆ,V_VM_VF,O
30,32,0,.,RD_PUNC,O
31,1,0,ಇವುಗಳಲ್ಲಿ,PR_PRP,O
31,2,0,ಮೊದಲನೆಯದು,QT_QTO,O
31,3,0,ಡಿಜಿಟಲ್,N_NNP,O
31,4,0,ಮತ್ತು,CC_CCD,O
31,5,0,ಸೈಬರ್,N_NN,O
31,6,0,ಸುರಕ್ಷತೆ,N_NN,O
31,7,0,.,RD_PUNC,O
32,1,1,ಆಗಸ್ಟ್,N_NNP,NED
32,1,2,2019,QT_QTC,NED
32,2,0,ರಲ್ಲಿ,PSP,O
32,3,0,",",RD_PUNC,O
32,4,1,ಭಾರತ,N_NNP,NEL
32,5,0,ಮತ್ತು,CC_CCD,O
32,6,1,ಫ್ರಾನ್ಸ್,N_NNP,NEL
32,7,0,ನ,PSP,O
32,8,1,ಸೈಬರ್,N_NN,NETE
32,8,2,ಸುರಕ್ಷತೆ,N_NN,NETE
32,9,0,ಮತ್ತು,CC_CCD,O
32,10,1,ಡಿಜಿಟಲ್,N_NNP,NETE
32,10,2,ತಂತ್ರಜ್ಞಾನದ,N_NN,NETE
32,11,0,ಕುರಿತು,RP_RPD,O
32,12,0,ಒಂದು,QT_QTC,O
32,13,0,ಮಾರ್ಗಸೂಚಿಯನ್ನು,N_NN,O
32,14,0,ಅಳವಡಿಸಿಕೊಂಡವು,V_VM_VF,O
32,15,0,",",RD_PUNC,O
32,16,0,ಇದು,PR_PRP,O
32,17,0,ಒಂದು,QT_QTC,O
32,18,1,21,QT_QTC,NEN
32,19,0,ನೇ,N_NN,O
32,20,0,ಶತಮಾನಕ್ಕೆ,N_NN,O
32,21,0,ಅಡಿಪಾಯ,N_NN,O
32,22,0,ಎಂದು,CC_CCS,O
32,23,0,ನಾವು,PR_PRP,O
32,24,0,ಪರಿಗಣಿಸುವಂತಹ,V_VM_VNF,O
32,25,0,ಕ್ಷೇತ್ರದಲ್ಲಿ,N_NN,O
32,26,0,ಸಹಕಾರಕ್ಕಾಗಿ,N_NN,O
32,27,0,ನಮ್ಮ,PR_PRP,O
32,28,0,ಹಂಚಿಕೆಯ,N_NN,O
32,29,0,ದೃಷ್ಟಿಕೋನವನ್ನು,N_NN,O
32,30,0,ನಿರ್ಧರಿಸುತ್ತದೆ,V_VM_VF,O
32,31,0,.,RD_PUNC,O
33,1,0,ನಮ್ಮಲ್ಲಿ,PR_PRP,O
33,2,0,ಒಂದು,QT_QTC,O
33,3,0,ಪ್ರಬಲವಾದ,JJ,O
33,4,0,ಸೈಬರ್,N_NN,O
33,5,0,ಸಂವಾದ,N_NN,O
33,6,0,ಇದೆ,V_VM_VF,O
33,7,0,",",RD_PUNC,O
33,8,0,ಅಲ್ಲಿ,PR_PRP,O
33,9,0,ನಾವು,PR_PRP,O
33,10,0,ಡಿಜಿಟಲ್,N_NNP,O
33,11,0,ಮತ್ತು,CC_CCD,O
33,12,0,ಸೈಬರ್,N_NN,O
33,13,0,ಸಮಸ್ಯೆಗಳ,N_NN,O
33,14,0,ಕುರಿತು,RP_RPD,O
33,15,0,ದ್ವಿಪಕ್ಷೀಯ,JJ,O
33,16,0,ಮತ್ತು,CC_CCD,O
33,17,0,ಬಹುಪಕ್ಷೀಯ,JJ,O
33,18,0,ಸಹಕಾರಗಳ,N_NN,O
33,19,0,ಬಗ್ಗೆ,RP_RPD,O
33,20,0,ಚರ್ಚಿಸುತ್ತೇವೆ,V_VM_VF,O
33,21,0,.,RD_PUNC,O
34,1,0,ಪ್ರಾಯೋಗಿಕ,JJ,O
34,2,0,ಅಂಶಗಳಲ್ಲಿಯೂ,N_NN,O
34,3,0,",",RD_PUNC,O
34,4,1,ಭಾರತದ,N_NNP,NEL
34,5,0,ಸುಧಾರಿತ,JJ,O
34,6,0,ಕಂಪ್ಯೂಟಿಂಗ್,N_NN,O
34,7,0,ಅಭಿವೃದ್ಧಿ,N_NN,O
34,8,0,ಕೇಂದ್ರ,N_NN,O
34,9,0,ಅಥವಾ,CC_CCD,O
34,10,1,ಸಿ,N_NN,NEO
34,10,2,-,RD_SYM,NEO
34,10,3,ಡೆಕ್,N_NNP,NEO
34,11,0,ಮತ್ತು,CC_CCD,O
34,12,1,ಫ್ರಾನ್ಸೇಸ್,N_NNP,NEL
34,13,0,ಕಂಪನಿ,N_NN,O
34,14,1,ಅಟೋಸ್,N_NN,NEO
34,15,0,ಮೂಲಕ,PSP,O
34,16,0,ರಾಷ್ಟ್ರೀಯ,JJ,O
34,17,0,ಸೂಪರ್ಕಂಪ್ಯೂಟಿಂಗ್,N_NN,O
34,18,0,ಮಿಷನ್,N_NN,O
34,19,0,(,RD_SYM,O
34,20,1,ಎನ್ಎಸ್ಎಮ್,N_NNP,NEA
34,21,0,),RD_SYM,O
34,22,0,ನ,PSP,O
34,23,0,ಅಡಿಯಲ್ಲಿ,N_NN,O
34,24,0,ಭಾರತದ,N_NNP,O
34,25,0,ಅತ್ಯಂತ,RP_INTF,O
34,26,0,ವೇಗದ,JJ,O
34,27,0,ಸೂಪರ್ಕಂಪ್ಯೂಟರ್,N_NN,O
34,28,0,',RD_PUNC,O
34,29,1,ಪರಮ್,N_NN,NEA
34,29,2,-,RD_SYM,NEA
34,29,3,ಸಿದ್ಧಿ,N_NN,NEA
34,30,0,-,RD_SYM,O
34,31,0,ಎಐ,N_NN,O
34,32,0,',RD_PUNC,O
34,33,0,ಯ,PSP,O
34,34,0,ಯಶಸ್ವಿ,N_NN,O
34,35,0,ಅಭಿವೃದ್ಧಿಯಲ್ಲಿ,N_NN,O
34,36,0,ನಮ್ಮ,PR_PRP,O
34,37,0,ನಡುವೆ,N_NN,O
34,38,0,ಅತ್ಯುತ್ತಮ,JJ,O
34,39,0,ಸಹಕಾರವನ್ನು,N_NN,O
34,40,0,ಕಾಣಬಹುದು,V_VM_VF,O
34,41,0,.,RD_PUNC,O
35,1,0,ಎರಡೂ,QT_QTC,O
35,2,0,ದೇಶಗಳಿಗೆ,N_NN,O
35,3,0,ಬರುತ್ತಿರುವ,V_VM_VNF,O
35,4,1,5,QT_QTC,NETE
35,4,2,-,RD_SYM,NETE
35,4,3,ಜೀ,N_NN,NETE
35,4,4,ನೆಟ್ವರ್ಕ್ಗಳು,N_NN,NETE
35,5,0,",",RD_PUNC,O
35,6,0,ಸುರಕ್ಷಿತವಾಗಿ,RB,O
35,7,0,ಇರಬೇಕು,V_VM_VF,O
35,8,0,ಎಂಬ,CC_CCS,O
35,9,0,ಅರಿವು,N_NN,O
35,10,0,ಕೂಡ,RP_RPD,O
35,11,0,ಬೆಳೆಯುತ್ತಿದೆ,V_VM_VF,O
35,12,0,.,RD_PUNC,O
36,1,1,5,QT_QTC,NETE
36,1,2,-,RD_SYM,NETE
36,1,3,ಜೀ,N_NN,NETE
36,1,4,ತಂತ್ರಜ್ಞಾನಕ್ಕೆ,N_NN,NETE
36,2,0,ಸಂಬಂಧಿಸಿದ,V_VM_VNF,O
36,3,0,ಅಪಾಯಗಳಿಗೆ,N_NN,O
36,4,0,ಪರಿಹಾರಗಳನ್ನು,N_NN,O
36,5,0,ಕಂಡುಹಿಡಿಯಲು,V_VM_VINF,O
36,6,1,ಭಾರತ,N_NNP,NEL
36,7,0,ಮತ್ತು,CC_CCD,O
36,8,1,ಫ್ರಾನ್ಸ್,N_NNP,NEL
36,9,0,ಎರಡೂ,QT_QTC,O
36,10,0,ಕೂಡ,RP_RPD,O
36,11,0,ಬದ್ಧ,N_NN,O
36,12,0,ಆಗಿವೆ,V_VM_VF,O
36,13,0,.,RD_PUNC,O
37,1,1,9,QT_QTC,NEN
37,2,0,ಇದೇ,JJ,O
37,3,0,ರೀತಿಯಲ್ಲಿ,N_NN,O
37,4,0,",",RD_PUNC,O
37,5,1,ಭಾರತ,N_NNP,NEL
37,6,0,ಮತ್ತು,CC_CCD,O
37,7,1,ಫ್ರಾನ್ಸ್,N_NNP,NEL
37,8,1,ನಾಗರಿಕ,JJ,NETE
37,8,2,ಪರಮಾಣು,N_NN,NETE
37,8,3,ಶಕ್ತಿ,N_NN,NETE
37,9,0,ಮತ್ತು,CC_CCD,O
37,10,1,ಜೈತಾಪುರ,N_NNP,NEL
37,11,0,ಯೋಜನೆಯಲ್ಲಿ,N_NN,O
37,12,0,ದೀರ್ಘಕಾಲೀನ,JJ,O
37,13,0,ಸಹಕಾರದ,N_NN,O
37,14,0,ಜೊತೆಗೆ,PSP,O
37,15,0,ಶುದ್ಧ,JJ,O
37,16,0,ಶಕ್ತಿಯ,N_NN,O
37,17,0,ಆರಂಭಿಕ,JJ,O
37,18,0,ಪ್ರತಿಪಾದಕಗಳು,N_NN,O
37,19,0,ಆಗಿವೆ,V_VM_VF,O
37,20,0,",",RD_PUNC,O
37,21,0,ನಾವು,PR_PRP,O
37,22,0,ಅದರ,PR_PRP,O
37,23,0,ಪ್ರಗತಿ,N_NN,O
37,24,0,ಸಾಧಿಸಲು,V_VM_VINF,O
37,25,0,ದೃಢಸಂಕಲ್ಪ,N_NN,O
37,26,0,ಮಾಡಿದ್ದೇವೆ,V_VM_VF,O
37,27,0,.,RD_PUNC,O
38,1,0,ಶಕ್ತಿಯ,N_NN,O
38,2,0,ದೀರ್ಘಕಾಲಿಕ,JJ,O
38,3,0,",",RD_PUNC,O
38,4,0,ಶುದ್ಧತೆಯ,N_NN,O
38,5,0,ಮೂಲವಾಗಿ,RB,O
38,6,0,ಹವಾಗುಣ,N_NN,O
38,7,0,ಬದಲಾವಣೆಯ,N_NN,O
38,8,0,ಸವಾಲನ್ನು,N_NN,O
38,9,0,ನಿಭಾಯಿಸಲು,V_VM_VINF,O
38,10,0,ಪರಮಾಣು,N_NN,O
38,11,0,ಶಕ್ತಿಯ,N_NN,O
38,12,0,ಪ್ರಾಮುಖ್ಯತೆಯ,N_NN,O
38,13,0,ಕುರಿತು,RP_RPD,O
38,14,0,ಎರಡೂ,QT_QTC,O
38,15,0,ದೇಶಗಳ,N_NN,O
38,16,0,ಅಭಿಪ್ರಾಯಗಳು,N_NN,O
38,17,0,ಒಂದೇ,QT_QTC,O
38,18,0,ರೀತಿ,N_NN,O
38,19,0,ಆಗಿವೆ,V_VM_VF,O
38,20,0,.,RD_PUNC,O
39,1,0,ಇದಲ್ಲದೇ,PR_PRP,O
39,2,0,",",RD_PUNC,O
39,3,0,ನಮ್ಮ,PR_PRP,O
39,4,0,ಶಕ್ತಿಯ,N_NN,O
39,5,0,ಸಹಯೋಗ,N_NN,O
39,6,0,ಹಾಗೆಯೇ,CC_CCS,O
39,7,0,ಬಹುಪಕ್ಷೀಯ,JJ,O
39,8,0,ಸಹಭಾಗಿತ್ವದ,N_NN,O
39,9,0,ಪರಿಪಕ್ವತೆಯು,N_NN,O
39,10,1,ಅಂತರಾಷ್ಟ್ರೀಯ,JJ,NEO
39,10,2,ಸೌರ,N_NN,NEO
39,10,3,ಒಕ್ಕೂಟದ,N_NN,NEO
39,11,0,ನಮ್ಮ,PR_PRP,O
39,12,0,ಸಹ,RP_RPD,O
39,13,0,-,RD_SYM,O
39,14,0,ಸ್ಥಾಪನೆಯಲ್ಲಿ,N_NN,O
39,15,0,ಪ್ರತಿಫಲಿಸುತ್ತದೆ,V_VM_VNF,O
39,16,0,",",RD_PUNC,O
39,17,0,ಇದು,PR_PRP,O
39,18,0,ವಿಶೇಷವಾಗಿ,JJ,O
39,19,0,ಜಗತ್ತಿನ,N_NN,O
39,20,0,ಅತ್ಯಂತ,RP_INTF,O
39,21,0,ದುರ್ಬಲ,JJ,O
39,22,0,ಭಾಗಗಳಲ್ಲಿ,N_NN,O
39,23,0,ಶಕ್ತಿಯ,N_NN,O
39,24,0,ಪರಿವರ್ತನೆಯನ್ನು,N_NN,O
39,25,0,ಸಾಧಿಸಲು,V_VM_VINF,O
39,26,0,ಸರ್ಕಾರಗಳಿಗೆ,N_NN,O
39,27,0,ಅತ್ಯುತ್ತಮ,JJ,O
39,28,0,ಪರಿಹಾರವಾಗಿ,N_NN,O
39,29,0,ಸೌರಶಕ್ತಿಯನ್ನು,N_NN,O
39,30,0,ಸ್ಥಾಪಿಸುವ,V_VM_VNF,O
39,31,0,ಉದ್ದೇಶವನ್ನು,N_NN,O
39,32,0,ಹೊಂದಿದೆ,V_VM_VF,O
39,33,0,.,RD_PUNC,O
40,1,1,10,QT_QTC,NEN
40,2,0,ಹಸಿರು,N_NN,O
40,3,0,ಜಲಜನಕ,N_NN,O
40,4,1,ಎರಡೂ,QT_QTC,NEN
40,5,0,ದೇಶಗಳ,N_NN,O
40,6,0,ನಡುವಿನ,N_NN,O
40,7,0,ಶಕ್ತಿ,N_NN,O
40,8,0,ಸಹಯೋಗದ,N_NN,O
40,9,0,ಮತ್ತೊಂದು,N_NN,O
40,10,0,ಉದಯೋನ್ಮುಖ,N_NN,O
40,11,0,ಕ್ಷೇತ್ರ,N_NN,O
40,12,0,ಆಗಿದೆ,V_VM_VF,O
40,13,0,.,RD_PUNC,O
41,1,1,ಫ್ರಾನ್ಸ್,N_NNP,NEL
41,2,0,ಈ,DM_DMD,O
41,3,0,ಪ್ರದೇಶದ,N_NN,O
41,4,0,ಪ್ರಮುಖ,JJ,O
41,5,0,ಯುರೋಪಿಯನ್,N_NNP,O
41,6,0,ರಾಷ್ಟ್ರಗಳಲ್ಲಿ,N_NN,O
41,7,0,ಒಂದು,QT_QTC,O
41,8,0,",",RD_PUNC,O
41,9,0,ಇದು,PR_PRP,O
41,10,0,ಹಸಿರು,JJ,O
41,11,0,ಜಲಜನಕ,N_NN,O
41,12,0,ತಂತ್ರವನ್ನು,N_NN,O
41,13,0,ಘೋಷಿಸಿದೆ,V_VM_VF,O
41,14,0,ಹಾಗೆಯೇ,CC_CCS,O
41,15,0,ಈ,DM_DMD,O
41,16,0,ಕಾರ್ಯತಂತ್ರವನ್ನು,N_NN,O
41,17,0,ಕಾರ್ಯಗತಗೊಳಿಸಲು,V_VM_VINF,O
41,18,1,2030,QT_QTC,NEN
41,19,0,ರ,N_NN,O
41,20,0,ವೇಳೆಗೆ,N_NN,O
41,21,1,72,QT_QTC,NEN
41,21,2,ಯೂರೋ,N_NNP,NEN
41,21,3,ಬಿಲಿಯನ್,N_NNP,NEN
41,22,0,ಹೂಡಿಕೆ,N_NN,O
41,23,0,ಮಾಡಲು,V_VM_VINF,O
41,24,0,ಬದ್ಧ,N_NN,O
41,25,0,ಆಗಿದೆ,V_VM_VF,O
41,26,0,.,RD_PUNC,O
42,1,0,ಹಸಿರು,JJ,O
42,2,0,ಜಲಜನಕವನ್ನು,N_NN,O
42,3,0,ಅಳವಡಿಸಿಕೊಳ್ಳುವಲ್ಲಿ,V_VM_VNF,O
42,4,1,ಫ್ರಾನ್ಸ್,N_NNP,NEL
42,5,0,ಕೂಡ,RP_RPD,O
42,6,0,ಮುಂಚೂಣಿಯಲ್ಲಿ,N_NN,O
42,7,0,ಇದೆ,V_VM_VF,O
42,8,0,ಹಾಗೆಯೇ,CC_CCS,O
42,9,1,2019,QT_QTC,NEN
42,10,0,ರಿಂದ,PSP,O
42,11,0,ಇದನ್ನು,PR_PRP,O
42,12,0,ತನ್ನ,PR_PRF,O
42,13,0,ನಗರ,N_NN,O
42,14,0,ಮತ್ತು,CC_CCD,O
